           0 ps U U U U U U U U UUUUUU UUUUUUUUUU UUU
  3546500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  3547000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  3547500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  3548000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  3548500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  3549000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  3549500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  3550000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
  3550007678 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
  3550007680 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3550500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3551000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3551500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3552000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3552500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3553000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3553500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3554000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3554500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3555000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3555500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3556000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3556500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3557000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3557500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3558000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3558500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3559000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3559500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3560000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3560500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3561000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3561500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3562000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3562500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3563000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3563500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3564000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3564500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3565000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3565500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3566000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3566500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3567000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3567500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3568000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3568500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3569000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3569500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3570000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3570500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3571000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3571500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3572000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3572500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3573000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3573500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3574000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3574500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3575000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3575500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3576000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3576500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3577000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3577500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3578000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3578500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3579000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3579500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3580000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3580500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3581000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3581500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3582000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3582500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3583000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3583500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3584000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3584500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3585000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3585500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3586000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3586500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3587000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3587500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3588000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3588500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3589000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3589500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3590000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3590500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3591000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3591500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3592000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3592500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3593000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3593500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3594000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3594500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3595000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3595500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3596000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3596500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3597000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3597500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3598000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3598500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3599000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3599500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3600000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3600500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3601000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3601500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3602000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3602500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3603000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3603500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3604000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3604500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3605000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3605500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3606000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3606500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3607000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3607500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3608000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3608500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3609000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3609500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3610000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3610500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3611000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3611500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3612000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3612500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3613000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3613500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3614000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3614500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3615000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3615500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3616000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3616500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3617000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3617500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3618000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3618500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3619000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3619500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3620000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3620500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3621000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3621500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3622000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3622500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3623000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3623500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3624000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3624500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3625000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3625500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3626000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3626500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3627000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3627500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3628000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3628500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3629000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3629500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3630000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3630500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3631000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3631500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3632000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3632500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3633000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3633500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3634000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3634500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3635000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3635500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3636000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3636500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3637000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3637500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3638000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3638500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3639000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3639500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3640000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3640500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3641000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3641500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3642000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3642500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3643000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3643500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3644000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3644500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3645000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3645500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3646000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3646500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3647000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3647500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3648000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3648500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3649000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3649500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3650000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3650500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3651000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3651500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3652000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3652500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3653000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3653500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3654000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3654500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3655000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3655500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3656000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3656500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3657000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3657500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3658000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3658500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3659000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3659500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3660000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3660500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3661000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3661500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3662000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3662500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3663000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3663500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3664000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3664500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3665000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3665500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3666000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3666500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3667000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3667500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3668000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3668500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3669000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3669500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3670000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3670500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3671000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3671500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3672000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3672500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3673000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3673500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3674000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3674500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3675000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3675500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3676000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3676500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3677000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3677500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3678000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3678500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3679000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3679500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3680000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3680500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3681000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3681500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3682000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3682500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3683000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3683500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3684000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3684500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3685000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3685500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3686000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3686500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3687000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3687500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3688000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3688500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3689000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3689500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3690000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3690500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3691000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3691500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3692000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3692500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3693000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3693500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3694000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3694500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3695000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3695500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3696000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3696500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3697000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3697500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3698000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3698500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3699000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 101
  3699500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 101
  3700000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3700500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3701000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3701500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3702000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3702500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3703000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3703500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3704000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3704500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3705000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3705500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3706000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3706500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3707000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3707500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3708000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3708500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3709000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3709500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3710000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3710500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3711000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3711500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3712000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3712500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3713000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3713500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3714000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3714500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3715000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3715500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3716000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3716500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3717000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3717500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3718000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3718500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3719000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3719500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3720000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3720500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3721000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3721500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3722000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3722500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3723000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3723500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3724000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3724500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3725000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3725500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3726000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3726500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3727000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3727500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3728000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3728500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3729000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 101
  3729500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 101
  3730000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3730500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3731000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3731500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3732000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3732500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3733000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3733500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3734000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3734500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3735000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3735500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3736000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3736500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3737000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3737500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3738000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3738500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3739000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3739500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3740000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3740500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3741000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3741500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3742000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3742500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3743000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3743500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
  3744000000 ps 0 0 1 1 0 1 0 0 000111 0001011010 101
  3744500000 ps 1 0 1 1 0 1 0 0 000111 0001011010 101
